send, <p>送る</p><p>【動詞】</p><p><small><a href='http://ejje.weblio.jp/content/send'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=send'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20send:%20&hashtags=800English'>[フィードバック]</a></small></p>
may, <p>してもいい / かもしれない</p><p>【助動詞】</p><p><small><a href='http://ejje.weblio.jp/content/may'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=may'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20may:%20&hashtags=800English'>[フィードバック]</a></small></p>
will, <p>するつもりだ / しようと思う</p><p>【助動詞】</p><p><small><a href='http://ejje.weblio.jp/content/will'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=will'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20will:%20&hashtags=800English'>[フィードバック]</a></small></p>
about, <p>＊＊＊について / ざっと</p><p>【前置詞】</p><p> a book about cooking</p><p><small><a href='http://ejje.weblio.jp/content/about'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=about'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20about:%20&hashtags=800English'>[フィードバック]</a></small></p>
across, <p> 横切った / 横に</p><p>【前置詞】【副詞】</p><p> a bridge across the river</p><p><small><a href='http://ejje.weblio.jp/content/across'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=across'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20across:%20&hashtags=800English'>[フィードバック]</a></small></p>
after, <p>＊＊＊の後に / 後で</p><p>【前置詞】【副詞】</p><p> after school</p><p><small><a href='http://ejje.weblio.jp/content/after'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=after'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20after:%20&hashtags=800English'>[フィードバック]</a></small></p>
against, <p>反抗して / 逆らって</p><p>【前置詞】</p><p> against wind</p><p><small><a href='http://ejje.weblio.jp/content/against'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=against'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20against:%20&hashtags=800English'>[フィードバック]</a></small></p>
among, <p>＊＊＊の間に / ＊＊＊の中で</p><p>【前置詞】</p><p> among people</p><p><small><a href='http://ejje.weblio.jp/content/among'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=among'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20among:%20&hashtags=800English'>[フィードバック]</a></small></p>
at, <p>＊＊＊に / ＊＊＊において</p><p>【前置詞】</p><p> at the door</p><p><small><a href='http://ejje.weblio.jp/content/at'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=at'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20at:%20&hashtags=800English'>[フィードバック]</a></small></p>
before, <p>先に / 前に</p><p>【前置詞】【副詞】</p><p> Come before six o'clock</p><p><small><a href='http://ejje.weblio.jp/content/before'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=before'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20before:%20&hashtags=800English'>[フィードバック]</a></small></p>
between, <p>中間に / 間に</p><p>【前置詞】【副詞】</p><p> between Monday and Friday</p><p><small><a href='http://ejje.weblio.jp/content/between'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=between'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20between:%20&hashtags=800English'>[フィードバック]</a></small></p>
by, <p>＊＊＊のそばで / ＊＊＊によって</p><p>【前置詞】</p><p> stand by me</p><p><small><a href='http://ejje.weblio.jp/content/by'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=by'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20by:%20&hashtags=800English'>[フィードバック]</a></small></p>
down, <p>下に / 下へ</p><p>【前置詞】【副詞】</p><p> come down a street</p><p><small><a href='http://ejje.weblio.jp/content/down'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=down'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20down:%20&hashtags=800English'>[フィードバック]</a></small></p>
from, <p>＊＊＊から</p><p>【前置詞】</p><p> from this morning</p><p><small><a href='http://ejje.weblio.jp/content/from'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=from'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20from:%20&hashtags=800English'>[フィードバック]</a></small></p>
in, <p>中に / 内側に</p><p>【前置詞】</p><p> in his hand</p><p><small><a href='http://ejje.weblio.jp/content/in'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=in'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20in:%20&hashtags=800English'>[フィードバック]</a></small></p>
into, <p>(入った)中に</p><p>【前置詞】</p><p>She came into the room</p><p><small><a href='http://ejje.weblio.jp/content/into'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=into'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20into:%20&hashtags=800English'>[フィードバック]</a></small></p>
off, <p>＊＊＊から離れて</p><p>【前置詞】</p><p> get off a train </p><p><small><a href='http://ejje.weblio.jp/content/off'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=off'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20off:%20&hashtags=800English'>[フィードバック]</a></small></p>
on, <p>うえに</p><p>【前置詞】【副詞】</p><p> a book on the desk</p><p><small><a href='http://ejje.weblio.jp/content/on'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=on'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20on:%20&hashtags=800English'>[フィードバック]</a></small></p>
over, <p>上の方に</p><p>【前置詞】</p><p> over there</p><p><small><a href='http://ejje.weblio.jp/content/over'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=over'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20over:%20&hashtags=800English'>[フィードバック]</a></small></p>
through, <p>から</p><p>【前置詞】</p><p> through the looking-glass</p><p><small><a href='http://ejje.weblio.jp/content/through'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=through'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20through:%20&hashtags=800English'>[フィードバック]</a></small></p>
to, <p>＊＊＊へ</p><p>【前置詞】</p><p> go to school</p><p><small><a href='http://ejje.weblio.jp/content/to'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=to'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20to:%20&hashtags=800English'>[フィードバック]</a></small></p>
under, <p>＊＊＊の下に</p><p>【前置詞】</p><p> under the table</p><p><small><a href='http://ejje.weblio.jp/content/under'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=under'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20under:%20&hashtags=800English'>[フィードバック]</a></small></p>
up, <p>上方へ / 上向きに</p><p>【副詞】</p><p> stand up / wake up</p><p><small><a href='http://ejje.weblio.jp/content/up'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=up'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20up:%20&hashtags=800English'>[フィードバック]</a></small></p>
with, <p>いっしょに / ともに</p><p>【前置詞】</p><p> come with me</p><p><small><a href='http://ejje.weblio.jp/content/with'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=with'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20with:%20&hashtags=800English'>[フィードバック]</a></small></p>
as, <p>同じように</p><p>【前置詞】</p><p> as soon as possible</p><p><small><a href='http://ejje.weblio.jp/content/as'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=as'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20as:%20&hashtags=800English'>[フィードバック]</a></small></p>
for, <p>＊＊＊のために</p><p>【前置詞】</p><p> present for you</p><p><small><a href='http://ejje.weblio.jp/content/for'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=for'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20for:%20&hashtags=800English'>[フィードバック]</a></small></p>
of, <p>＊＊＊の / ＊＊＊に属する</p><p>【前置詞】</p><p> one of them</p><p><small><a href='http://ejje.weblio.jp/content/of'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=of'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20of:%20&hashtags=800English'>[フィードバック]</a></small></p>
till, <p>＊＊＊まで</p><p>【前置詞】</p><p><small><a href='http://ejje.weblio.jp/content/till'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=till'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20till:%20&hashtags=800English'>[フィードバック]</a></small></p>
than, <p>＊＊＊よりも</p><p>【接続詞】</p><p><small><a href='http://ejje.weblio.jp/content/than'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=than'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20than:%20&hashtags=800English'>[フィードバック]</a></small></p>
all, <p>すべて</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/all'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=all'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20all:%20&hashtags=800English'>[フィードバック]</a></small></p>
any, <p>なんらか / いくらか / 少しは</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/any'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=any'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20any:%20&hashtags=800English'>[フィードバック]</a></small></p>
every, <p>あらゆる</p><p>【形容詞】</p><p><small><a href='http://ejje.weblio.jp/content/every'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=every'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20every:%20&hashtags=800English'>[フィードバック]</a></small></p>
no, <p>いいえ / なにも</p><p><small><a href='http://ejje.weblio.jp/content/no'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=no'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20no:%20&hashtags=800English'>[フィードバック]</a></small></p>
other, <p>ほかの</p><p>【形容詞】</p><p><small><a href='http://ejje.weblio.jp/content/other'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=other'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20other:%20&hashtags=800English'>[フィードバック]</a></small></p>
some, <p>いくつかの</p><p>【形容詞】</p><p><small><a href='http://ejje.weblio.jp/content/some'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=some'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20some:%20&hashtags=800English'>[フィードバック]</a></small></p>
such, <p>こんな / これほど / しばしば</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/such'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=such'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20such:%20&hashtags=800English'>[フィードバック]</a></small></p>
and, <p>＊＊＊と</p><p>【接続詞】</p><p><small><a href='http://ejje.weblio.jp/content/and'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=and'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20and:%20&hashtags=800English'>[フィードバック]</a></small></p>
because, <p>なぜなら</p><p>【接続詞】</p><p><small><a href='http://ejje.weblio.jp/content/because'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=because'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20because:%20&hashtags=800English'>[フィードバック]</a></small></p>
but, <p>しかし</p><p>【接続詞】</p><p><small><a href='http://ejje.weblio.jp/content/but'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=but'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20but:%20&hashtags=800English'>[フィードバック]</a></small></p>
or, <p>または</p><p>【接続詞】</p><p><small><a href='http://ejje.weblio.jp/content/or'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=or'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20or:%20&hashtags=800English'>[フィードバック]</a></small></p>
if, <p>もしも</p><p>【接続詞】</p><p><small><a href='http://ejje.weblio.jp/content/if'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=if'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20if:%20&hashtags=800English'>[フィードバック]</a></small></p>
though, <p>だが / そうはいうものの</p><p>【接続詞】</p><p><small><a href='http://ejje.weblio.jp/content/though'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=though'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20though:%20&hashtags=800English'>[フィードバック]</a></small></p>
while, <p>期間 / 時間</p><p>【疑問詞】</p><p><small><a href='http://ejje.weblio.jp/content/while'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=while'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20while:%20&hashtags=800English'>[フィードバック]</a></small></p>
how, <p>方法</p><p>【疑問詞】</p><p><small><a href='http://ejje.weblio.jp/content/how'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=how'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20how:%20&hashtags=800English'>[フィードバック]</a></small></p>
when, <p>時期</p><p>【疑問詞】</p><p><small><a href='http://ejje.weblio.jp/content/when'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=when'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20when:%20&hashtags=800English'>[フィードバック]</a></small></p>
where, <p>場所</p><p>【疑問詞】</p><p><small><a href='http://ejje.weblio.jp/content/where'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=where'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20where:%20&hashtags=800English'>[フィードバック]</a></small></p>
why, <p>理由</p><p>【疑問詞】</p><p><small><a href='http://ejje.weblio.jp/content/why'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=why'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20why:%20&hashtags=800English'>[フィードバック]</a></small></p>
again, <p>さらに / またまた</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/again'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=again'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20again:%20&hashtags=800English'>[フィードバック]</a></small></p>
ever, <p>つねに / いつも</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/ever'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=ever'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20ever:%20&hashtags=800English'>[フィードバック]</a></small></p>
far, <p>はるかに / 遠くへ</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/far'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=far'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20far:%20&hashtags=800English'>[フィードバック]</a></small></p>
forward, <p>前に / 前方へ / お先に</p><p>【前置詞】</p><p><small><a href='http://ejje.weblio.jp/content/forward'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=forward'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20forward:%20&hashtags=800English'>[フィードバック]</a></small></p>
here, <p>ここに</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/here'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=here'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20here:%20&hashtags=800English'>[フィードバック]</a></small></p>
near, <p>ほぼ / ほとんど</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/near'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=near'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20near:%20&hashtags=800English'>[フィードバック]</a></small></p>
now, <p>今 / 今では</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/now'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=now'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20now:%20&hashtags=800English'>[フィードバック]</a></small></p>
out, <p>外に</p><p>【副詞】</p><p>Get out my room</p><p><small><a href='http://ejje.weblio.jp/content/out'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=out'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20out:%20&hashtags=800English'>[フィードバック]</a></small></p>
still, <p>静かな / 静止した</p><p>【形容詞】</p><p>まだ / 今までどおり</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/still'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=still'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20still:%20&hashtags=800English'>[フィードバック]</a></small></p>
then, <p>それから / 続いて / その次に</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/then'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=then'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20then:%20&hashtags=800English'>[フィードバック]</a></small></p>
there, <p>そこに / あそこで</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/there'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=there'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20there:%20&hashtags=800English'>[フィードバック]</a></small></p>
together, <p>同時に / ともに</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/together'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=together'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20together:%20&hashtags=800English'>[フィードバック]</a></small></p>
well, <p>よく</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/well'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=well'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20well:%20&hashtags=800English'>[フィードバック]</a></small></p>
almost, <p>ほぼ / ほとんど</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/almost'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=almost'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20almost:%20&hashtags=800English'>[フィードバック]</a></small></p>
enough, <p>十分 / たくさん</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/enough'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=enough'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20enough:%20&hashtags=800English'>[フィードバック]</a></small></p>
even, <p>均等な / 同じの</p><p>【形容詞】</p><p>an even chance</p><p>＊＊＊だって / ＊＊＊でも（強調）</p><p>【副詞】</p><p>Even I can do it</p><p><small><a href='http://ejje.weblio.jp/content/even'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=even'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20even:%20&hashtags=800English'>[フィードバック]</a></small></p>
little, <p>わずか</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/little'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=little'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20little:%20&hashtags=800English'>[フィードバック]</a></small></p>
much, <p>ほぼ</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/much'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=much'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20much:%20&hashtags=800English'>[フィードバック]</a></small></p>
only, <p>ただひとり / ただひとつ</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/only'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=only'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20only:%20&hashtags=800English'>[フィードバック]</a></small></p>
quite, <p>すっかり / 全く</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/quite'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=quite'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20quite:%20&hashtags=800English'>[フィードバック]</a></small></p>
so, <p>現に / それは</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/so'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=so'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20so:%20&hashtags=800English'>[フィードバック]</a></small></p>
very, <p>とても / いとも / いっそう</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/very'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=very'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20very:%20&hashtags=800English'>[フィードバック]</a></small></p>
tomorrow, <p>あす / あした</p><p>【名詞】</p><p><small><a href='http://ejje.weblio.jp/content/tomorrow'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=tomorrow'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20tomorrow:%20&hashtags=800English'>[フィードバック]</a></small></p>
yesterday, <p>昨日</p><p>【名詞】</p><p><small><a href='http://ejje.weblio.jp/content/yesterday'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=yesterday'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20yesterday:%20&hashtags=800English'>[フィードバック]</a></small></p>
north, <p>北</p><p>【名詞】</p><p>北に</p><p>【副詞】</p><p><small><a href='http://ejje.weblio.jp/content/north'>[ 英和 ]</a> <a href='http://www.ldoceonline.com/search/?q=north'>[ 英英 ]</a> <a href='https://twitter.com/intent/tweet?text=%40y_catch%20north:%20&hashtags=800English'>[フィードバック]</a></small></p>
